Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,NA_Sales,EU_Sales,JP_Sales
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.05,0.33,0.19,0
ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,0.05,0,0,0.54
Dark Summit,GC,2002,Sports,THQ,0.05,0.29,0.22,0
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,0.05,0.41,0.15,0
Whirl Tour,GC,2002,Sports,Vivendi Games,0.05,0.24,0.23,0
Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.05,0.52,0.01,0
ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.05,0.11,0.08,0.35
Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.05,0.22,0.02,0
Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0.05,0.32,0.2,0
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.05,0.52,0.02,0
Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.18,0
V-Rally 3,GBA,2002,Racing,Atari,0.05,0.44,0.11,0
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.05,0.24,0,0.31
Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.05,0.37,0.15,0
NightCaster II: Equinox,XB,2002,Action,Jaleco,0.05,0.36,0.1,0.06
Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.05,0.5,0.03,0
Big Air Freestyle,GC,2002,Racing,Atari,0.05,0.27,0.24,0
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.05,0.47,0.02,0
World Fantasista,PS2,2002,Sports,SquareSoft,0.05,0,0,0.57
Mafia,PC,2002,Action,Take-Two Interactive,0.04,0.48,0.08,0
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.04,0.38,0.12,0
Dark Arena,GBA,2002,Shooter,THQ,0.04,0.28,0.21,0
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0.04,0.43,0.08,0
Star X,GBA,2002,Shooter,BAM! Entertainment,0.04,0.43,0.12,0
Chessmaster,GBA,2002,Misc,Ubisoft,0.04,0.11,0.08,0.35
The Invincible Iron Man,GBA,2002,Action,Activision,0.04,0.52,0.01,0
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.04,0.35,0.03,0.17
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.04,0.29,0.23,0
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.04,0.28,0.22,0
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.04,0.47,0.02,0
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.04,0.42,0.11,0.02
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.04,0,0,0.57
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.04,0.38,0.14,0
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.04,0.27,0.11,0.14
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0.04,0.52,0,0
Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.04,0.45,0.1,0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0.04,0.26,0.21,0
The Ripping Friends,GBA,2002,Action,THQ,0.04,0,0,0.57
Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0.04,0.49,0.04,0
Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.04,0.1,0.11,0.29
Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.28,0.23,0
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.04,0.2,0.3,0
Minority Report: Everybody Runs,GBA,2002,Action,Activision,0.04,0.27,0.25,0
Smashing Drive,XB,2002,Racing,Namco Bandai Games,0.04,0.37,0.14,0
Monster Force,GBA,2002,Shooter,Universal Interactive,0.04,0.39,0.16,0
RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.19,0.15,0.17
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,Action,Hudson Soft,0.03,0.08,0.36,0
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.03,0.31,0.21,0
ESPN NBA 2Night 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.28,0.22,0
Gacharoku,PS2,2002,Misc,Sony Computer Entertainment,0.03,0.21,0.22,0
An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.03,0.29,0.22,0
EverBlue 2,PS2,2002,Adventure,Capcom,0.03,0.32,0,0.21
CT Special Forces,GBA,2002,Action,LSP Games,0.03,0.36,0.11,0.03
Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.03,0.22,0.28,0
Disney Sports Soccer,GC,2002,Sports,Konami Digital Entertainment,0.03,0.11,0.08,0.34
F1 2002,GC,2002,Racing,Electronic Arts,0.03,0.05,0.07,0.42
Dr. Muto,GC,2002,Platform,Midway Games,0.03,0.44,0.11,0
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,0.03,0.23,0.18,0.09
Neverwinter Nights,PC,2002,Role-Playing,Atari,0.03,0.52,0,0
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.03,0.4,0.15,0
Culdcept,PS2,2002,Strategy,Sega,0.03,0.4,0.15,0
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.03,0.27,0.14,0.12
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.03,0.22,0.3,0
Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.03,0.28,0.22,0
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0.03,0.4,0.15,0
Syberia,PC,2002,Action,Microids,0.03,0.28,0.22,0
Fireblade,GC,2002,Action,Midway Games,0.03,0.34,0.17,0
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.03,0.31,0.11,0.13
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.03,0.4,0.14,0
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.03,0.28,0.22,0
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0.03,0.31,0.21,0
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.03,0.25,0.26,0
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0.03,0.28,0.21,0
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0.09,0.4,0
Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,0.02,0.4,0.15,0
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.28,0.21,0
Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters,0.02,0.4,0.11,0
AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.28,0.21,0
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,0.02,0.31,0.21,0
Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.28,0.21,0
DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,0.02,0.39,0.15,0
Blender Bros.,GBA,2002,Platform,Unknown,0.02,0.21,0.22,0.05
DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,0.27,0.21,0
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records,0.02,0.4,0.15,0
Toxic Grind,XB,2002,Sports,THQ,0.02,0.3,0.21,0
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,Namco Bandai Games,0.02,0.51,0.01,0
Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0.02,0.43,0.11,0
RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0.31,0.21,0
Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.02,0.19,0.31,0
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0.02,0.43,0.11,0
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.02,0.39,0.09,0.07
Casper: Spirit Dimensions,GC,2002,Platform,TDK Mediactive,0.02,0.09,0.02,0.45
Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.02,0.27,0.21,0
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0.02,0.15,0.12,0.26
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,0.02,0.41,0.07,0
Disney Sports Football,GBA,2002,Sports,Unknown,0.02,0,0,0.56
F1 2002,GBA,2002,Racing,"Destination Software, Inc",0.02,0.27,0.21,0
Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,0.02,0.5,0.01,0
ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,0.02,0,0,0.56
Virtual Kasparov,GBA,2002,Strategy,Titus,0.02,0.49,0.02,0
ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.27,0.21,0
The Mummy,GBA,2002,Action,Ubisoft,0.02,0.4,0.15,0
ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.28,0.22,0
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,0.02,0.4,0.15,0
Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,0.02,0.39,0.15,0
NHL 2K3,GC,2002,Sports,Sega,0.02,0.27,0.21,0
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.02,0,0,0.56
Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.52,0.02,0
Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,0.02,0.33,0.16,0.02
Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0.02,0,0,0.56
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.02,0.21,0.17,0.09
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0.02,0.3,0.2,0.01
Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0.02,0.17,0.24,0
WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.48,0.03,0
Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.02,0.2,0.26,0.01
Pro Rally,GC,2002,Racing,Ubisoft,0.02,0.27,0.21,0
Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.02,0.15,0.37,0
RollerCoaster Tycoon: Gold Edition,PC,2002,Strategy,Infogrames,0.02,0.13,0.09,0.27
Technic Beat,PS2,2002,Misc,Arika,0.02,0.34,0.15,0.01
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002,Misc,Media Entertainment,0.01,0.27,0.21,0
Unreal Tournament 2003,PC,2002,Shooter,Atari,0.01,0.42,0.12,0
Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco,0.01,0.27,0.18,0.06
Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing,0.01,0.25,0.05,0.22
Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,0.01,0.29,0.17,0.04
Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0.01,0.31,0.21,0
Monster Rancher Advance 2,GBA,2002,Simulation,Tecmo Koei,0.01,0.39,0.08,0.02
WTA Tour Tennis,XB,2002,Sports,Konami Digital Entertainment,0.01,0.49,0.02,0
Rave Master: Special Attack Force!,GBA,2002,Fighting,Konami Digital Entertainment,0.01,0.27,0.21,0
Casper,GBA,2002,Adventure,Microids,0.01,0.34,0.01,0.15
Harry Potter and the Chamber of Secrets,PC,2002,Action,Electronic Arts,0.01,0.42,0.11,0
Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0.24,0.22,0.01
Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,0.55
RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0.01,0.4,0.13,0
Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0,0,0.52
Darkened Skye,GC,2002,Adventure,TDK Mediactive,0.01,0,0,0.55
Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0.01,0.3,0.2,0
ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0.52,0.03,0
Icewind Dale II,PC,2002,Role-Playing,Interplay,0.01,0.31,0.21,0
Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0.31,0.21,0
Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,Banpresto,0.01,0,0,0.55
Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,0.01,0.49,0.02,0
Woody Woodpecker in Crazy Castle 5,GBA,2002,Platform,Kemco,0.01,0.21,0.16,0.12
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,7.2,0.27,0.21,0
Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,6.95,0,0.52,0
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,5.29,0,0,0.55
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,5.2,0.51,0,0
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,5.13,0.15,0.11,0.25
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,4.7,0.34,0.18,0
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,4.2,0.22,0.08,0.24
Tony Hawk's Underground,PS2,2003,Sports,Activision,3.9,0.31,0.21,0
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,3.28,0.13,0.24,0.1
True Crime: Streets of LA,PS2,2003,Action,Activision,3.27,0.31,0.21,0
Enter the Matrix,PS2,2003,Action,Atari,3.18,0.17,0.3,0
Sonic Heroes,PS2,2003,Platform,Sega,2.96,0.5,0.01,0
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.94,0.21,0.27,0
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,2.9,0.2,0.25,0.02
Finding Nemo,GBA,2003,Action,THQ,2.82,0,0,0.51
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,2.8,0.18,0.33,0
Jak II,PS2,2003,Platform,Sony Computer Entertainment,2.78,0.37,0.13,0
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,2.78,0,0,0.55
The Sims,PS2,2003,Simulation,Electronic Arts,2.77,0.4,0.13,0
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,2.65,0.18,0.35,0
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,2.54,0.01,0.45,0
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,2.49,0,0,0.55
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,2.43,0.33,0.22,0
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,2.41,0.39,0.15,0
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,2.22,0,0,0.55
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,2.19,0.39,0.15,0
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,2.17,0.31,0.18,0
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,2.13,0.15,0.34,0
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,2.11,0.29,0.2,0.02
Finding Nemo,PS2,2003,Action,THQ,2.09,0.13,0.38,0
Mario Party 5,GC,2003,Misc,Nintendo,2.08,0.39,0.14,0
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,2.06,0.26,0.24,0
Donkey Kong Country,GBA,2003,Platform,Nintendo,2.04,0.45,0.02,0
NBA Live 2004,PS2,2003,Sports,Electronic Arts,2.03,0.25,0.03,0.24
Devil May Cry 2,PS2,2003,Action,Capcom,1.97,0.27,0.21,0
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,1.95,0.3,0.21,0
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.95,0.5,0,0
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,1.94,0.4,0.12,0
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.92,0.5,0,0
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.81,0.26,0.23,0
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.78,0.47,0.03,0
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,1.72,0.4,0.1,0
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,1.72,0.35,0.12,0
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.71,0.36,0,0
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.68,0,0.06,0
SSX 3,PS2,2003,Sports,Electronic Arts,1.67,0.19,0.23,0.04
PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,1.67,0.4,0.12,0
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.67,0.28,0.17,0
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.67,0.01,0.42,0.03
Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.63,0.16,0.35,0
Kirby Air Ride,GC,2003,Racing,Nintendo,1.62,0,0,0.54
Sonic Heroes,GC,2003,Platform,Sega,1.6,0.3,0.16,0
Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,1.56,0.5,0,0
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,1.55,0.49,0.02,0
Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,1.54,0,0,0.54
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.53,0.42,0.11,0
SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,1.5,0.27,0.21,0
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,1.49,0.14,0.11,0.25
Disney Princess,GBA,2003,Platform,THQ,1.47,0.39,0.14,0
Midway Arcade Treasures,PS2,2003,Misc,Midway Games,1.46,0.12,0.33,0
Resident Evil: Outbreak,PS2,2003,Action,Capcom,1.45,0,0,0.54
Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,1.41,0.18,0.26,0
True Crime: Streets of LA,XB,2003,Action,Activision,1.38,0.3,0.19,0
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,1.36,0.26,0.21,0
The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,1.35,0.26,0.08,0.13
Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,1.34,0.24,0.21,0
The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,1.33,0.11,0.04,0.36
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,1.32,0.43,0.1,0
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,1.29,0.5,0.03,0
Manhunt,PS2,2003,Action,Take-Two Interactive,1.28,0.11,0.39,0
Tony Hawk's Underground,XB,2003,Sports,Activision,1.27,0.43,0.1,0
Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,1.27,0,0,0.54
Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,1.26,0.07,0.4,0
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,1.25,0.39,0.11,0
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,1.23,0.23,0.25,0
SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,1.23,0.46,0.02,0.01
"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo,1.23,0.22,0.23,0.03
Need for Speed Underground,GC,2003,Racing,Electronic Arts,1.21,0.09,0.06,0.35
Enter the Matrix,XB,2003,Action,Atari,1.2,0.29,0.08,0.16
The Simpsons: Road Rage,GBA,2003,Racing,THQ,1.19,0,0,0.54
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,1.17,0.26,0.04,0.22
Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,1.17,0.16,0.07,0.28
Donkey Konga,GC,2003,Misc,Nintendo,1.15,0,0,0.5
Tak and the Power of Juju,PS2,2003,Platform,THQ,1.15,0.39,0.14,0
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,1.14,0.42,0.11,0
The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,1.14,0.46,0.06,0
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,1.11,0,0,0.54
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,1.1,0.26,0.21,0
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,1.09,0.39,0.1,0.01
Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.09,0.29,0.16,0.04
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,1.08,0.4,0.07,0.03
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,1.08,0.45,0.02,0
Hulk,PS2,2003,Action,Universal Interactive,1.06,0.3,0.2,0
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,1.04,0.31,0.18,0
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,1.04,0.5,0,0
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,1.03,0.24,0.23,0
Championship Manager 3,PC,2003,Sports,Eidos Interactive,1.01,0.4,0.09,0
Ford Racing 2,PS2,2003,Racing,Empire Interactive,1,0.5,0.03,0
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,1,0.5,0,0
The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.99,0.26,0.2,0
Fire Emblem,GBA,2003,Strategy,Nintendo,0.97,0.26,0.2,0
NHL 2004,PS2,2003,Sports,Electronic Arts,0.97,0.22,0.27,0
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.95,0.41,0.11,0
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,0.95,0.26,0.2,0
Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.94,0.18,0.2,0.07
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.94,0.48,0.01,0
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.94,0,0,0.53
Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.94,0.26,0.2,0
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.93,0,0.05,0.48
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.92,0.07,0.05,0.38
Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.92,0.45,0.02,0
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.91,0.3,0.18,0
Sonic Heroes,XB,2003,Platform,Sega,0.9,0.12,0.15,0.18
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.9,0.26,0.2,0
Finding Nemo,GC,2003,Action,THQ,0.89,0.42,0.07,0
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.87,0.3,0.15,0.03
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.87,0.35,0.01,0.14
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.86,0.26,0.2,0
ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.84,0.38,0.14,0
Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.83,0.44,0.02,0
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.8,0.3,0.2,0
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.79,0.15,0.07,0.27
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.79,0.26,0.2,0
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.77,0.25,0.07,0.17
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.76,0.4,0.11,0
MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.76,0.26,0.2,0
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.74,0.3,0.2,0
Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,0.73,0.26,0.2,0
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.72,0.4,0.11,0
Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,0.71,0.25,0.23,0
Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.71,0.35,0.13,0
"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo,0.71,0.3,0.2,0
Tony Hawk's Underground,GC,2003,Sports,Activision,0.7,0.35,0.13,0
Kill.Switch,PS2,2003,Shooter,Sony Computer Entertainment,0.7,0,0,0.53
Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.69,0.25,0.24,0
The Lord of the Rings: The Return of the King,GC,2003,Action,Electronic Arts,0.69,0,0,0.53
NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.68,0.48,0.02,0
Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.68,0,0,0.53
Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,Activision,0.67,0.34,0.17,0
The Fairly Odd Parents: Breakin Da Rules,PS2,2003,Platform,THQ,0.67,0.32,0.19,0
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.66,0.32,0.19,0
Finding Nemo,XB,2003,Action,THQ,0.66,0.26,0.2,0
Dragon Quest Monsters: Caravan Heart,GBA,2003,Role-Playing,Enix Corporation,0.66,0.31,0.19,0
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.66,0.26,0.2,0
F-Zero GX,GC,2003,Racing,Nintendo,0.65,0,0.13,0.38
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.65,0.39,0.03,0.08
Drakengard,PS2,2003,Role-Playing,Square Enix,0.65,0.21,0.04,0.26
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.64,0.43,0.09,0
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0.64,0.04,0.01,0.48
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,0.63,0.42,0.07,0
Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.62,0.41,0.11,0
Viewtiful Joe,GC,2003,Action,Capcom,0.62,0.05,0.21,0.25
Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0.62,0.26,0.21,0
Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.61,0,0,0.49
Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.61,0.19,0.29,0
Tony Hawk's Underground,GBA,2003,Sports,Activision,0.6,0.21,0.27,0
Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,0.6,0.11,0.26,0.02
